Date,Month,DayOfYear,DayOfWeek,Year,PM2.5,PM10,NO2,SO2,O3,CO,NH3,AQI_lag1,AQI_lag3,AQI_lag7,AQI_roll7,AQI_roll30,AQI_forecast,AQI_Bucket
2020-07-20,7,202,0,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.7662582397461,65.51272583007812,64.86738586425781,65.36575208391461,60.19433364868164,64.87142181396484,Satisfactory
2020-07-21,7,203,1,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,64.87142181396484,65.46800994873047,65.23839569091797,65.36632864815849,60.62338104248047,65.04428100585938,Satisfactory
2020-07-22,7,204,2,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.04428100585938,65.7662582397461,65.35374450683594,65.3385979788644,60.92485707600911,65.28922271728516,Satisfactory
2020-07-23,7,205,3,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.28922271728516,64.87142181396484,65.35374450683594,65.32938058035714,61.10116449991862,65.28922271728516,Satisfactory
2020-07-24,7,206,4,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.28922271728516,65.04428100585938,65.51272583007812,65.32016318184989,61.57747192382813,65.28922271728516,Satisfactory
2020-07-25,7,207,5,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.28922271728516,65.28922271728516,65.46800994873047,65.28823416573661,62.05377934773763,65.25460052490234,Satisfactory
2020-07-26,7,208,6,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.25460052490234,65.28922271728516,65.7662582397461,65.25774710518974,62.495599365234376,65.7662582397461,Satisfactory
2020-07-27,7,209,0,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.7662582397461,65.28922271728516,64.87142181396484,65.25774710518974,62.95447463989258,64.87142181396484,Satisfactory
2020-07-28,7,210,1,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,64.87142181396484,65.25460052490234,65.04428100585938,65.25774710518974,63.1835220336914,65.04428100585938,Satisfactory
2020-07-29,7,211,2,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.04428100585938,65.7662582397461,65.28922271728516,65.25774710518974,63.71833140055339,65.28922271728516,Satisfactory
2020-07-30,7,212,3,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.28922271728516,64.87142181396484,65.28922271728516,65.25774710518974,64.32797215779622,65.28922271728516,Satisfactory
2020-07-31,7,213,4,2020,24.17717948717949,60.8625641025641,13.417628205128203,6.231346153846153,18.54589743589744,0.6287179487179488,14.57650641025641,65.28922271728516,65.04428100585938,65.28922271728516,65.25774710518974,64.9709462483724,65.28922271728516,Satisfactory
